annual_income,credit_score,previous_defaults,credit_utilization_ratio,inquiry_count_6m,debt_to_income_ratio,default_flag
50105,648,0,0.42,0,0.29,0
54656,668,0,0.56,0,0.27,0
34193,657,0,0.1,2,0.07,0
67114,757,1,0.27,5,0.22,0
50105,750,0,0.09,1,0.14,0
43006,711,0,0.29,0,0.29,0
36022,658,1,0.17,1,0.42,0
50105,577,0,0.69,1,0.09,0
54236,652,1,0.68,2,0.34,0
52425,684,0,0.58,3,0.3,0
38475,690,0,0.66,1,0.39,0
67709,672,2,0.53,0,0.11,0
50105,696,0,0.54,2,0.29,0
34415,730,1,0.36,0,0.03,0
46033,753,0,0.63,2,0.29,0
54481,613,0,0.5,3,0.43,0
64401,728,1,0.33,2,0.19,0
35429,578,0,0.39,4,0.29,0
47365,596,0,0.74,0,0.07,0
60286,629,0,0.27,1,0.15,0
61043,595,1,0.1,1,0.31,0
58770,661,0,0.23,0,0.25,0
44273,765,2,0.04,0,0.23,0
50105,657,2,0.48,2,0.02,0
32315,654,0,0.9,1,0.05,0
46292,651,0,0.31,3,0.31,0
54883,709,1,0.13,0,0.16,0
50105,648,0,0.11,2,0.17,0
61464,819,0,0.06,2,0.49,0
57893,638,0,0.19,1,0.11,0
43875,706,0,0.61,3,0.3,0
53166,727,0,0.96,0,0.13,0
44457,625,0,0.43,1,0.36,0
57165,675,2,0.06,2,0.35,0
51881,658,0,0.34,0,0.18,0
50105,641,1,0.43,0,0.41,0
50105,755,1,0.4,4,0.2,0
50105,646,0,0.42,0,0.29,0
43595,634,0,1.0,0,0.42,0
63205,751,0,0.63,1,0.13,0
65389,682,1,0.25,1,0.29,0
38698,676,0,0.74,2,0.34,0
39925,660,0,0.21,1,0.52,0
43449,600,0,0.23,1,0.32,0
58664,646,0,0.28,1,0.07,0
50105,664,0,0.09,3,0.24,0
66042,702,0,0.55,3,0.24,0
50105,685,0,0.17,2,0.29,0
59313,636,0,0.7,3,0.11,0
67745,671,0,0.68,2,0.28,0
55682,669,0,0.7,0,0.25,0
41695,622,0,0.2,1,0.44,0
39690,658,0,0.94,0,0.29,0
47266,575,1,0.44,1,0.29,0
34453,640,0,0.4,1,0.29,0
59318,645,0,0.78,4,0.33,0
57166,806,1,0.67,0,0.28,0
47271,667,0,0.21,4,0.25,0
50105,707,0,0.05,1,0.42,0
43944,762,1,0.13,2,0.03,0
54936,718,0,0.22,1,0.02,0
50105,640,0,0.59,0,0.22,0
51679,649,0,0.57,1,0.05,0
55345,704,1,0.83,2,0.26,0
38512,630,0,0.11,2,0.24,0
58674,759,0,0.49,1,0.27,0
39785,729,1,0.6,1,0.4,0
45803,631,1,0.32,1,0.29,0
48586,719,0,0.71,2,0.18,0
42307,703,0,0.18,2,0.4,0
37644,572,1,0.28,2,0.49,1
43503,738,0,0.1,3,0.23,0
50105,627,1,0.06,0,0.19,0
57887,642,0,0.14,0,0.39,0
63434,725,1,0.5,3,0.18,0
62799,627,0,0.68,0,0.29,0
50105,690,0,0.62,1,0.29,0
38728,661,0,0.37,4,0.22,0
59543,716,0,1.0,1,0.34,0
54812,682,0,0.26,1,0.33,0
65538,620,1,0.33,2,0.24,0
31638,673,0,0.22,1,0.47,0
38560,683,0,0.21,1,0.5,0
64382,671,0,0.91,2,0.27,0
50105,548,1,0.45,2,0.23,0
50105,549,0,0.07,0,0.22,0
50105,598,0,0.37,2,0.1,0
50105,705,0,0.75,0,0.29,0
42823,745,0,0.58,2,0.11,0
48574,689,0,0.23,2,0.19,0
48257,653,0,0.47,3,0.52,0
56995,638,1,0.3,4,0.37,0
40988,681,0,0.04,1,0.32,0
48042,693,0,0.1,1,0.38,0
53224,718,0,0.42,0,0.13,0
50105,769,0,0.52,2,0.16,0
35727,729,1,0.2,2,0.2,0
60567,623,0,0.19,2,0.17,0
38240,750,0,0.38,1,0.42,0
42098,715,0,0.35,1,0.29,0
50105,611,0,0.69,1,0.33,0
50719,628,0,0.79,1,0.41,0
50105,748,0,0.56,1,0.35,0
69191,655,0,0.08,4,0.26,0
40893,756,1,0.41,4,0.34,0
34415,771,0,0.33,1,0.29,0
69052,664,0,0.28,1,0.21,0
44568,605,0,0.56,1,0.41,0
50105,674,1,0.48,2,0.29,0
48653,699,0,0.41,3,0.3,0
65039,576,0,0.89,1,0.23,0
67733,792,0,0.27,1,0.25,0
50105,644,0,0.53,0,0.26,0
50105,764,2,0.42,1,0.11,0
50105,673,1,0.15,1,0.2,0
50105,585,0,0.53,1,0.29,0
65419,778,0,0.24,2,0.33,0
51332,640,0,0.21,0,0.18,0
50105,681,0,0.18,1,0.21,0
54171,696,0,0.7,1,0.19,0
52763,639,0,0.28,0,0.19,0
50105,704,0,0.33,1,0.14,0
47570,570,1,0.38,0,0.28,0
44822,676,0,0.48,3,0.26,0
61063,710,0,1.0,2,0.26,0
50105,610,0,0.04,1,0.39,0
50105,614,0,0.68,3,0.29,0
51352,636,0,0.26,1,0.34,0
45958,644,0,0.36,2,0.3,0
49941,734,1,0.23,3,0.14,0
64556,617,0,0.99,0,0.4,0
58192,586,0,0.49,1,0.17,0
58664,643,0,0.5,0,0.38,0
35510,668,1,0.78,1,0.37,0
45161,657,1,0.64,2,0.32,0
65550,702,0,0.55,1,0.32,0
67652,647,1,0.08,1,0.39,0
45845,705,0,0.11,2,0.5,0
56725,566,0,0.52,1,0.05,0
47033,788,0,0.35,2,0.27,0
56778,627,0,0.53,1,0.3,0
64988,558,0,0.33,1,0.22,0
50105,625,1,0.68,1,0.47,0
63304,752,0,0.71,1,0.21,0
57039,715,1,0.57,1,0.18,0
34927,758,1,0.44,0,0.21,0
65353,703,1,0.13,2,0.28,0
68395,621,0,0.62,1,0.27,0
59003,720,1,0.32,2,0.41,0
47936,674,0,0.37,1,0.11,0
63418,701,0,0.12,1,0.19,0
49014,636,2,0.76,3,0.45,1
33740,780,1,0.29,0,0.54,0
64331,737,0,0.42,3,0.13,0
34734,646,1,0.48,2,0.45,0
57848,754,1,0.14,1,0.33,0
37733,710,0,0.59,4,0.3,0
47389,661,1,0.05,1,0.52,0
50937,724,0,0.45,2,0.22,0
43377,674,1,0.17,1,0.49,0
56774,709,0,0.34,1,0.2,0
50105,679,0,0.25,2,0.24,0
33602,646,1,0.31,3,0.29,0
64602,653,1,0.51,1,0.42,0
50105,653,0,0.22,2,0.24,0
41923,696,0,0.2,1,0.39,0
60561,679,0,0.39,0,0.25,0
61967,735,0,0.48,1,0.31,0
40684,570,0,0.32,1,0.42,0
51382,694,0,0.55,4,0.24,0
34437,637,0,0.73,0,0.4,0
47866,585,0,0.59,1,0.15,0
54242,709,0,0.83,2,0.21,0
49433,699,1,0.87,0,0.27,0
62349,654,0,0.53,1,0.38,0
68873,673,0,0.89,1,0.21,0
45760,759,0,0.8,0,0.4,0
33962,711,1,0.43,0,0.29,0
50105,639,0,0.74,0,0.27,0
50105,712,0,0.2,3,0.29,0
68879,648,1,0.58,3,0.23,0
48532,605,1,0.39,2,0.2,0
43078,617,0,0.06,3,0.39,0
41912,643,0,0.05,0,0.29,0
34326,622,0,0.42,2,0.22,0
50105,706,0,0.16,2,0.06,0
38867,787,1,0.55,2,0.45,0
36445,663,0,0.67,3,0.29,0
50105,722,0,0.79,2,0.29,0
43842,724,0,0.3,1,0.03,0
35146,733,1,0.02,1,0.29,0
42576,769,0,0.56,2,0.47,0
63621,789,1,0.26,3,0.23,0
50105,669,0,0.69,2,0.29,0
36698,625,0,0.18,1,0.17,0
41432,624,1,0.27,2,0.34,0
53490,671,1,0.6,2,0.3,0
33791,820,0,0.27,2,0.29,0
51256,695,0,0.75,0,0.34,0
33106,693,0,0.3,1,0.26,0
40944,688,0,0.36,0,0.26,0
36440,661,0,0.36,0,0.38,0
44373,723,0,0.61,4,0.1,0
37297,654,0,0.3,3,0.39,0
33113,813,0,0.2,2,0.36,0
50105,697,0,0.43,2,0.29,0
43204,679,1,0.43,0,0.1,0
54307,661,0,0.7,0,0.13,0
49971,654,0,0.68,0,0.24,0
44941,607,0,0.69,0,0.11,0
45604,586,0,0.79,2,0.34,0
44870,692,0,0.29,1,0.21,0
65751,726,0,0.36,1,0.23,0
57124,727,0,0.62,2,0.17,0
57147,701,1,0.54,2,0.26,0
37710,555,0,0.62,1,0.27,0
46839,756,0,0.09,0,0.18,0
58852,676,0,0.1,1,0.23,0
57901,630,1,0.16,2,0.3,0
54253,751,0,0.82,2,0.46,0
31839,667,0,0.73,1,0.38,0
68713,674,0,0.44,2,0.1,0
59739,704,0,0.45,6,0.32,0
55418,638,0,0.6,2,0.37,0
34880,680,0,0.24,2,0.29,0
40485,618,1,0.24,1,0.37,0
41738,624,0,0.49,2,0.24,0
63912,690,0,0.46,2,0.19,0
49732,752,0,0.41,0,0.41,0
59093,702,0,0.73,2,0.25,0
64070,714,1,0.59,3,0.24,0
41017,734,1,0.55,1,0.51,0
50105,575,1,0.04,0,0.21,0
50105,679,1,0.94,3,0.29,1
35447,777,0,0.06,3,0.29,0
60901,602,2,0.25,1,0.27,0
54250,710,0,0.09,0,0.39,0
43251,664,2,0.75,1,0.29,0
66167,663,1,0.45,1,0.07,0
50105,652,0,0.34,0,0.26,0
41117,749,0,0.41,2,0.29,0
52523,789,0,0.28,2,0.12,0
50105,673,0,0.68,2,0.29,0
40386,683,0,0.19,0,0.29,0
52409,545,2,0.14,2,0.26,0
50105,683,0,1.0,3,0.1,0
61561,711,1,0.95,0,0.22,0
57776,711,0,0.31,1,0.26,0
50105,758,0,0.09,1,0.29,0
51326,708,1,0.33,0,0.18,0
50105,699,0,0.24,3,0.25,0
53856,695,1,0.16,2,0.32,0
64564,681,1,0.36,1,0.12,0
60841,688,1,0.23,0,0.28,0
50105,659,1,0.5,5,0.24,0
38005,652,0,0.59,3,0.19,0
47918,683,2,0.37,2,0.35,0
34385,668,0,0.07,0,0.29,0
56278,666,0,0.51,1,0.22,0
54730,682,3,0.22,2,0.19,0
44210,672,1,0.49,0,0.46,0
50105,684,0,0.47,2,0.12,0
50105,690,0,0.4,1,0.09,0
37653,682,0,0.95,2,0.18,0
50105,712,0,0.33,2,0.48,0
44994,669,1,0.06,3,0.03,0
39500,549,0,0.64,2,0.33,0
58756,728,0,0.21,2,0.26,0
55098,601,0,0.41,1,0.24,0
67476,754,0,0.22,3,0.15,0
51338,743,0,0.79,2,0.32,0
53319,615,0,1.0,1,0.22,0
50105,750,1,0.28,2,0.29,0
50105,780,0,0.27,3,0.27,0
50105,708,0,0.54,2,0.2,0
65502,719,0,1.0,4,0.11,0
58070,701,0,0.4,0,0.28,0
55233,705,0,0.33,1,0.37,0
35178,618,0,0.2,0,0.29,0
50105,668,0,0.15,0,0.14,0
58446,772,1,0.07,4,0.26,0
45572,735,0,0.44,1,0.29,0
44050,730,0,0.56,4,0.26,0
40679,726,0,0.17,0,0.52,0
50273,641,1,0.71,1,0.46,0
32703,592,0,0.38,0,0.43,0
61095,698,0,0.14,0,0.25,0
49114,718,0,0.69,3,0.44,0
44487,568,0,0.62,2,0.22,0
50105,696,0,0.18,2,0.06,0
36637,743,0,0.64,4,0.29,0
48160,720,1,0.07,1,0.43,0
39567,675,1,0.62,0,0.48,0
50105,616,0,0.19,0,0.29,0
35627,632,1,0.2,0,0.33,0
49909,733,0,0.49,2,0.38,0
64922,577,0,0.45,2,0.34,0
43074,687,0,0.32,1,0.33,0
43862,655,0,0.16,1,0.24,0
45897,626,0,0.44,1,0.5,0
37759,642,0,0.23,3,0.38,0
58446,727,0,0.12,1,0.28,0
50105,678,0,0.7,0,0.29,0
50105,757,0,0.47,2,0.27,0
46124,623,0,0.11,1,0.44,0
45501,751,0,0.42,2,0.53,0
64095,630,0,0.33,0,0.08,0
53723,770,0,0.52,1,0.23,0
65037,589,0,1.0,0,0.16,0
40129,550,0,0.96,0,0.47,1
47248,666,0,0.36,2,0.3,0
42167,687,0,0.43,2,0.29,0
61349,686,1,0.29,0,0.28,0
35483,624,0,0.76,1,0.49,0
43176,697,0,0.74,0,0.42,0
43887,744,0,0.52,2,0.1,0
50105,715,1,0.32,1,0.28,0
50105,699,0,0.68,3,0.38,0
32520,629,1,0.5,1,0.21,0
38738,709,0,0.75,2,0.48,0
54919,700,0,0.92,3,0.26,0
39365,683,0,0.18,2,0.29,0
50105,743,0,0.44,1,0.29,0
50105,669,0,0.18,1,0.32,0
63417,616,1,0.37,1,0.2,0
60469,715,0,0.72,2,0.08,0
40039,780,0,0.27,2,0.43,0
62879,585,0,0.63,4,0.13,0
50105,706,0,0.55,2,0.47,0
50105,719,0,0.33,1,0.22,0
59545,661,1,0.55,2,0.22,0
47670,613,0,0.27,0,0.34,0
56196,656,2,0.95,2,0.13,0
57735,622,0,0.59,1,0.07,0
50105,748,0,0.39,2,0.21,0
50105,683,0,0.71,1,0.23,0
41683,742,0,0.56,2,0.3,0
50105,696,0,0.61,3,0.02,0
50105,676,0,0.39,3,0.17,0
50105,682,1,0.58,0,0.08,0
48361,655,0,0.85,1,0.33,0
50105,657,1,0.15,3,0.29,0
50105,701,0,0.39,5,0.25,0
51733,616,2,0.28,2,0.27,0
50105,723,0,0.72,1,0.23,0
63935,625,1,0.18,2,0.48,0
42152,680,1,0.49,6,0.5,1
55122,639,1,0.12,1,0.34,0
61841,653,0,0.06,2,0.33,0
57888,765,0,0.31,0,0.35,0
63956,703,0,0.23,2,0.24,0
33126,661,1,0.2,2,0.25,0
44293,666,0,0.19,0,0.41,0
35730,582,0,0.66,0,0.23,0
66843,699,0,0.37,2,0.2,0
32320,657,0,0.44,3,0.29,0
52879,648,0,0.17,2,0.18,0
50105,723,1,0.35,1,0.13,0
51167,550,0,0.36,0,0.02,0
56252,682,0,0.24,1,0.47,0
50105,673,0,0.33,2,0.29,0
34517,584,1,0.3,1,0.29,1
53402,667,0,0.39,0,0.31,0
62842,704,0,0.88,2,0.17,0
59926,616,0,0.35,1,0.2,0
62148,642,0,0.23,2,0.26,0
63220,719,1,0.5,4,0.33,0
67252,645,0,0.1,1,0.29,0
44329,712,0,0.17,3,0.35,0
43456,595,0,0.23,1,0.35,0
66846,716,1,0.4,0,0.1,0
64854,626,1,0.35,1,0.3,0
60277,656,0,0.18,0,0.15,0
50105,625,0,0.17,0,0.29,0
43351,648,1,0.54,2,0.34,0
58186,666,0,0.51,3,0.13,0
52135,689,1,0.56,4,0.08,0
42322,726,0,0.4,1,0.31,0
50100,625,1,0.27,0,0.14,0
61465,705,0,0.24,1,0.16,0
50105,740,0,0.28,0,0.21,0
38815,714,0,0.11,0,0.29,0
44938,627,0,0.28,4,0.2,0
44564,616,0,0.88,1,0.11,0
63714,643,0,0.26,0,0.12,0
50105,640,0,0.34,0,0.26,0
45091,762,0,0.54,5,0.26,0
50105,672,0,0.26,0,0.37,0
33950,625,0,0.21,1,0.49,0
53558,695,1,0.21,1,0.09,0
53043,732,0,0.26,1,0.42,0
44973,634,0,0.65,2,0.3,0
56161,605,0,0.55,1,0.17,0
36621,727,2,0.27,3,0.48,0
50105,674,0,0.62,3,0.29,0
60290,747,0,0.05,2,0.18,0
66284,679,0,0.37,1,0.07,0
59388,673,0,0.96,1,0.19,0
31070,543,0,0.64,2,0.29,0
68473,669,0,0.26,3,0.18,0
61443,595,0,0.76,1,0.47,1
38282,694,0,0.62,1,0.29,0
50105,613,2,0.41,2,0.29,0
41876,685,0,0.12,1,0.11,0
60806,706,0,0.48,1,0.32,0
51064,734,0,0.22,2,0.28,0
58846,644,0,0.46,0,0.32,0
50105,652,0,0.09,3,0.25,0
62822,690,0,0.44,2,0.17,0
50105,648,0,0.4,1,0.29,0
34489,653,0,0.64,0,0.44,0
64672,673,1,0.14,2,0.08,0
43480,675,1,0.62,0,0.35,0
46392,667,1,0.42,1,0.21,0
50105,716,0,0.27,1,0.29,0
65360,689,0,0.18,1,0.35,0
42073,661,0,0.51,0,0.5,0
56138,770,0,0.17,2,0.22,0
34299,653,1,0.64,1,0.17,0
50105,670,0,0.31,1,0.32,0
47880,601,0,0.4,3,0.43,0
60825,654,0,0.4,0,0.18,0
39196,721,0,0.69,2,0.39,0
43832,657,2,0.2,2,0.26,0
43205,665,0,0.41,3,0.29,0
46865,646,0,0.25,2,0.48,0
61173,676,0,0.54,2,0.33,0
59484,692,0,0.2,2,0.36,0
54325,724,0,0.37,1,0.19,0
61664,710,0,0.52,2,0.29,0
59618,587,0,0.15,4,0.25,0
53868,703,1,0.48,0,0.12,0
33996,697,0,0.17,1,0.22,0
57664,619,1,1.0,1,0.16,0
42212,678,0,0.67,1,0.3,0
63505,673,1,0.11,2,0.19,0
48197,760,0,0.17,0,0.17,0
49258,636,0,0.26,2,0.2,0
55627,728,1,0.61,0,0.34,0
43936,639,2,0.26,1,0.34,0
47884,742,0,0.05,2,0.38,0
53874,768,0,0.33,2,0.27,0
44990,723,0,0.31,0,0.33,0
44247,656,0,0.25,2,0.07,0
52145,658,1,0.23,2,0.1,0
53806,704,0,0.3,2,0.27,0
54215,624,0,0.32,1,0.26,0
50105,704,0,0.6,1,0.29,0
60339,649,1,0.45,1,0.18,0
50105,706,0,1.0,3,0.12,0
67537,707,1,0.75,1,0.17,0
48912,635,0,0.64,0,0.38,0
51516,652,1,0.41,3,0.24,0
50562,690,1,0.38,2,0.32,0
58586,649,0,0.32,2,0.03,0
49385,628,0,0.45,2,0.2,0
50105,696,0,0.52,2,0.29,0
50105,603,0,0.5,1,0.16,0
41853,634,0,0.3,3,0.36,0
66738,674,0,0.36,2,0.34,0
52278,689,1,0.45,1,0.1,0
58660,646,0,0.48,0,0.27,0
48242,641,1,0.23,0,0.4,0
55689,632,0,0.61,1,0.2,0
42768,706,0,0.4,1,0.17,0
64958,750,0,0.81,1,0.06,0
32799,700,0,0.3,1,0.29,0
62755,665,1,0.49,2,0.17,0
39262,737,0,0.63,0,0.51,0
36773,746,1,0.1,3,0.51,0
50105,721,0,0.4,3,0.02,0
50105,716,0,0.4,1,0.29,0
51732,664,0,0.16,2,0.26,0
45694,723,0,0.7,3,0.27,0
65510,702,0,0.31,3,0.21,0
50105,783,0,0.53,2,0.15,0
50195,636,0,0.03,1,0.53,0
33216,678,0,0.23,2,0.06,0
47248,683,0,0.13,1,0.36,0
57076,780,0,0.81,3,0.3,0
50105,651,0,0.4,3,0.37,0
49742,657,0,0.41,3,0.51,0
68810,658,0,0.24,0,0.21,0
64065,763,0,0.43,2,0.06,0
36569,767,0,0.41,1,0.28,0
49442,743,1,0.54,1,0.34,0
48926,624,1,0.21,1,0.23,0
40793,725,2,0.19,1,0.29,0
52261,622,0,0.3,2,0.28,0
51455,638,0,0.24,2,0.35,0
50105,688,0,0.59,0,0.33,0
50105,722,0,0.3,0,0.29,0
39435,662,0,0.49,2,0.49,0
41265,628,0,0.23,1,0.45,0
41079,679,0,0.53,3,0.24,0
43589,695,1,0.81,1,0.26,0
56514,715,0,0.5,2,0.32,0
58216,577,0,0.59,2,0.38,0
34437,680,1,1.0,2,0.41,1
65217,653,0,0.21,0,0.32,0
46614,643,0,0.68,3,0.21,0
53893,740,0,0.53,5,0.22,0
50469,731,0,0.65,1,0.41,0
50105,647,0,0.23,2,0.29,0
60775,694,0,0.09,2,0.29,0
51583,701,0,0.42,3,0.38,0
50105,652,0,0.14,3,0.23,0
50105,555,0,0.31,1,0.29,0
55597,645,1,0.14,5,0.25,0
50105,646,0,0.36,2,0.14,0
50105,623,0,0.34,1,0.24,0
39641,729,0,0.31,2,0.26,0
42956,614,0,0.05,3,0.2,0
56651,694,2,0.98,1,0.19,0
50105,625,0,0.15,0,0.37,0
56753,666,0,0.38,3,0.22,0
58134,696,0,0.37,2,0.27,0
63503,671,1,0.41,5,0.19,0
68724,627,0,0.23,2,0.09,0
59712,662,0,0.29,0,0.04,0
50105,719,1,0.7,1,0.37,0
67883,646,1,0.24,1,0.11,0
50105,660,0,0.37,3,0.11,0
57820,726,0,0.34,1,0.21,0
47902,619,0,0.2,1,0.25,0
57857,721,1,0.44,1,0.32,0
44553,644,0,0.34,0,0.31,0
64108,695,1,0.43,2,0.32,0
54357,720,0,0.57,0,0.16,0
42929,583,0,0.64,0,0.3,0
50105,699,0,0.68,3,0.29,0
51228,603,0,0.29,2,0.23,0
49162,740,0,0.41,1,0.15,0
50105,749,0,0.48,1,0.29,0
48710,654,0,0.15,1,0.24,0
57157,633,0,0.52,2,0.49,0
50105,603,0,0.8,1,0.5,0
50313,681,0,0.1,1,0.12,0
53155,672,0,0.56,1,0.42,0
50105,667,0,0.81,1,0.29,0
62700,666,0,0.43,3,0.3,0
61214,635,0,0.28,2,0.11,0
50105,707,1,0.86,5,0.22,0
60761,678,0,0.26,5,0.12,0
36189,668,1,0.92,1,0.15,0
54454,650,0,0.43,1,0.15,0
60360,764,0,0.12,0,0.19,0
54666,702,0,0.5,2,0.23,0
52172,619,0,0.35,3,0.18,0
66877,747,0,0.61,3,0.13,0
46834,700,1,0.29,0,0.46,0
47915,629,0,0.43,1,0.11,0
51587,671,0,0.1,2,0.35,0
50613,622,0,0.42,1,0.16,0
68927,618,0,0.37,1,0.09,0
56470,692,0,0.51,0,0.29,0
50105,678,1,0.35,3,0.06,0
37842,732,0,0.29,0,0.24,0
50105,588,4,0.12,0,0.2,0
54486,714,0,0.63,1,0.21,0
36204,747,0,0.29,5,0.29,0
36425,628,0,0.88,4,0.4,0
50105,660,0,0.44,0,0.29,0
38840,585,0,0.48,2,0.26,0
50105,716,0,0.23,5,0.08,0
31351,660,0,0.31,2,0.53,0
49674,722,0,0.83,1,0.35,0
33019,743,0,0.56,0,0.29,0
64883,618,0,0.28,1,0.3,0
54937,763,1,0.72,2,0.18,0
33588,707,0,0.57,1,0.46,0
46858,711,0,0.75,1,0.17,0
51565,767,0,0.94,1,0.24,0
44872,591,0,0.46,2,0.16,0
58478,625,1,0.6,0,0.18,0
34866,631,1,0.37,2,0.04,0
36099,687,0,0.7,2,0.44,0
50105,713,0,0.49,1,0.29,0
64618,681,0,0.1,1,0.29,0
51064,709,0,0.04,3,0.26,0
52162,624,2,0.9,1,0.33,0
41536,720,0,0.28,3,0.48,0
37211,692,0,0.46,2,0.29,0
47092,705,0,0.53,1,0.36,0
50105,635,0,0.49,1,0.32,0
65059,709,0,0.2,1,0.19,0
50105,708,0,0.44,2,0.29,0
41164,693,0,0.25,1,0.29,0
60435,655,0,0.19,2,0.39,0
38387,663,0,0.37,1,0.48,0
64835,660,0,0.55,5,0.25,0
65784,677,0,0.37,2,0.14,0
50105,708,0,0.21,0,0.21,0
52843,618,1,0.6,1,0.48,0
45628,737,0,0.72,0,0.33,0
57286,713,0,0.39,1,0.36,0
62501,720,0,0.73,0,0.27,0
49773,593,0,0.27,1,0.31,0
67757,597,0,0.23,1,0.16,0
48137,717,0,0.19,2,0.38,0
42979,719,0,0.86,2,0.3,0
50105,606,0,0.92,4,0.27,0
44456,658,1,0.64,2,0.43,0
50105,689,0,0.5,1,0.13,0
50105,689,0,0.38,1,0.17,0
48343,768,0,0.82,3,0.18,0
43952,681,0,0.84,0,0.39,0
61696,716,0,0.29,2,0.46,0
50105,663,0,0.39,1,0.12,0
51210,620,2,0.14,1,0.46,0
42571,713,0,0.4,1,0.25,0
48257,683,0,0.09,4,0.47,0
50105,657,0,0.64,1,0.29,0
48100,646,0,0.22,3,0.4,0
52695,577,0,0.36,1,0.17,0
54240,653,1,0.15,3,0.37,0
50105,629,0,0.55,1,0.25,0
56462,719,1,0.56,0,0.1,0
55168,621,0,0.37,5,0.29,0
40561,667,0,0.08,0,0.45,0
52177,667,0,0.17,3,0.49,0
42771,664,1,0.53,2,0.35,0
50105,639,0,0.24,2,0.33,0
33477,670,1,0.52,0,0.41,0
63003,612,0,0.5,2,0.18,0
34912,773,0,0.15,2,0.52,0
44507,714,0,0.37,0,0.03,0
50105,606,0,0.08,0,0.47,0
46314,716,0,0.11,1,0.23,0
67246,692,0,0.43,1,0.31,0
50105,602,2,0.37,2,0.29,0
55768,646,0,0.56,1,0.38,0
49727,712,0,0.43,4,0.02,0
66774,654,1,0.22,1,0.37,0
45234,647,0,0.36,1,0.27,0
50105,668,1,0.98,4,0.22,0
41816,814,0,0.45,0,0.3,0
52102,652,0,0.7,1,0.09,0
58408,692,0,0.36,4,0.25,0
54858,647,1,1.0,0,0.11,0
54724,688,0,0.58,1,0.32,0
32016,618,0,0.45,2,0.04,0
62473,682,0,0.98,1,0.22,0
54117,573,0,0.75,1,0.26,0
50105,648,0,0.48,0,0.29,0
50105,583,0,0.07,2,0.08,0
50105,717,1,0.53,2,0.22,0
50105,646,1,0.31,3,0.11,0
54024,687,1,0.28,3,0.47,0
50105,728,0,0.17,0,0.46,0
50105,650,0,0.08,2,0.2,0
38531,694,0,0.72,1,0.51,0
61021,561,1,0.54,1,0.27,0
50105,718,0,0.69,4,0.11,0
34862,603,1,0.46,0,0.29,0
66215,674,0,0.16,1,0.29,0
50105,796,0,0.44,1,0.29,0
35064,712,0,0.86,1,0.29,0
61789,696,0,0.24,2,0.11,0
50105,630,0,0.11,1,0.06,0
50105,702,0,0.35,2,0.28,0
55876,677,0,0.36,1,0.15,0
50105,643,0,0.17,1,0.12,0
67265,701,1,0.27,4,0.29,0
47033,695,0,0.21,2,0.36,0
50293,714,1,0.52,1,0.3,0
38523,620,0,0.3,3,0.25,0
46059,652,0,0.26,1,0.13,0
50105,650,0,0.12,0,0.52,0
50105,720,0,0.13,1,0.47,0
50105,708,0,1.0,1,0.24,0
31479,693,0,0.24,0,0.29,0
56170,610,0,0.23,2,0.09,0
57228,668,0,1.0,2,0.26,0
62347,726,1,0.34,1,0.16,0
48388,704,0,0.32,2,0.23,0
56958,659,0,0.16,0,0.21,0
41916,687,0,0.27,3,0.16,0
44263,615,0,0.08,5,0.48,0
52442,695,0,1.0,2,0.17,0
50105,680,0,0.51,1,0.16,0
50105,685,0,0.48,2,0.29,0
60904,706,0,0.75,1,0.17,0
48053,690,0,0.77,0,0.26,0
64038,747,0,0.51,1,0.33,0
60828,646,0,0.73,3,0.34,0
35785,756,0,0.16,3,0.18,0
39161,605,0,0.44,1,0.36,0
50105,762,1,0.46,1,0.29,0
55849,701,1,0.83,1,0.35,0
44881,710,0,0.8,2,0.31,0
65444,610,1,0.33,0,0.29,0
49691,722,0,0.66,4,0.44,0
52843,614,0,0.69,0,0.27,0
44018,586,0,0.17,0,0.27,0
54376,640,0,0.22,1,0.35,0
55781,696,0,0.32,3,0.31,0
57920,705,1,1.0,1,0.1,0
59249,722,1,0.62,2,0.35,0
50917,648,0,0.43,2,0.27,0
54334,742,0,0.45,0,0.35,0
34197,724,1,0.57,1,0.44,0
61130,734,1,0.44,0,0.23,0
56367,696,0,0.58,0,0.25,0
52514,725,0,0.57,0,0.02,0
40926,649,0,0.72,1,0.17,0
63924,659,0,0.35,2,0.26,0
47554,705,0,0.37,0,0.28,0
55675,603,0,0.58,3,0.22,0
58841,688,0,0.39,3,0.19,0
50105,684,0,0.46,1,0.47,0
54992,651,0,0.23,1,0.35,0
45533,751,0,0.93,2,0.2,0
61837,674,2,0.35,1,0.29,0
41871,736,0,0.21,2,0.24,0
45425,712,1,0.16,2,0.14,0
36346,630,0,0.29,1,0.24,0
34493,674,0,0.17,0,0.28,0
50105,741,0,0.43,3,0.17,0
66745,702,0,0.19,1,0.18,0
50105,726,1,0.92,3,0.48,1
55561,679,1,0.63,0,0.39,0
65253,611,0,0.52,5,0.26,0
43008,670,0,0.24,1,0.49,0
38922,747,0,0.46,1,0.45,0
50105,614,0,0.23,2,0.29,0
64127,640,0,0.12,2,0.28,0
57057,674,1,0.49,2,0.12,0
45743,668,0,0.96,2,0.36,0
50105,629,1,0.32,0,0.13,0
46527,630,0,0.25,1,0.19,0
44813,637,0,0.47,0,0.03,0
57247,686,0,0.51,2,0.43,0
68981,727,0,0.43,0,0.27,0
